,Pishan,Hetian,Minfeng,Mangya,Yutian,Lenghu,Tuole,Yeniugou,Zhangye,Qilian,Shandan,Yongchang,Dacaidan,Delingha,Gangcha,Menyuan,Nuomuhong,Dulan,Qiabuqia,Xining,Wudaoliang,Xinghai,Shiquanhe,Gaize,Bange,Anduo,Pulan,Shenzha,Dangxiong,Lazi,Rikeze,Nimu,Lasa,Jiangzi,Cuona,Longzi,Pali,Zaduo,Yushu,Maduo,Qingshuihe,Shiqu,Changdou,Dege,Ganzi,Seda,Daofou,Maerkang,Xinlong,Zuogong,Kangding,Deqin
1951,NA,NA,NA,NA,NA,NA,NA,NA,2.10895758785079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43348276397467,NA,NA,NA,NA,NA,0.907171187824013,NA,NA,NA,NA,NA,0.373394058924808,NA
1952,NA,NA,NA,NA,NA,NA,NA,NA,2.19874491377466,NA,1.68097048208588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.24793915910054,NA,NA,NA,NA,NA,1.04621895159672,NA,NA,NA,NA,NA,0.879111366780647,NA
1953,NA,0.890516835574541,NA,NA,NA,NA,NA,NA,1.96439896441941,NA,2.23936896160824,NA,NA,NA,NA,NA,NA,NA,2.17026945868274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31588937076741,2.92587915728477,NA,NA,NA,NA,1.3555279665079,NA,NA,0.506590396764449,NA,NA,0.733253322545859,0.30652190789672
1954,NA,1.57225071631438,NA,NA,NA,NA,NA,NA,2.14914440364498,NA,2.54095208737168,NA,NA,NA,NA,NA,NA,2.249404264486,2.32050633903297,2.10126486129334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06318581335519,2.9353704390287,NA,NA,1.11013548346004,NA,1.30467998660825,NA,NA,0.863930970924919,NA,NA,0.968452865452121,0.707283898121789
1955,NA,1.16547912451801,NA,NA,0.476100388486597,NA,NA,NA,1.93336689414429,NA,2.39305947456285,NA,NA,1.80962747429124,NA,NA,NA,2.4128005159949,2.3849156572671,1.92022314294662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.830622279065842,NA,0.843319570719306,NA,NA,NA,NA,NA,2.22670714534738,3.14118294793704,NA,NA,1.16131507120625,NA,1.49195864416683,NA,NA,0.922588136608986,NA,NA,0.900721014766311,0.727635178939179
1956,NA,1.3342232130998,1.02835985885339,NA,1.52488584194145,1.96662196137925,2.58215882674737,NA,2.09401053764476,1.90277510006299,2.59632219487886,NA,2.42292947652303,2.927878221923,NA,2.20716673209078,1.82276471566815,2.54308036087857,2.44493283239889,1.95823064118943,2.92867468898168,NA,NA,NA,2.36043646109217,NA,NA,NA,NA,NA,1.29747347717497,NA,0.972925627279562,0.736692949086327,NA,NA,1.74968372771974,1.88449026398872,2.22603618768447,3.11641276872551,2.35327035164123,NA,1.17278720078684,0.664444747299083,1.60448942921624,NA,NA,0.860209786488694,NA,NA,1.0178693612114,0.797296759922504
1957,NA,1.12005573938345,1.6676084279767,NA,1.43728594224632,2.84760541026476,4.05834322074184,NA,1.98316337302756,2.74390107515064,2.38969737592505,NA,3.49920653455108,2.54245882193254,2.30226983213683,3.15043804785081,2.48959556732952,2.34527513588856,2.36964708587809,1.84483863260141,3.84850566143054,NA,NA,NA,3.54834363425201,NA,NA,NA,NA,NA,1.25321156876071,NA,0.90115040936451,1.26838578951047,NA,NA,2.08989877147185,2.87652908862286,2.10518626085243,4.43560682343966,3.31781259291793,NA,0.973808009819092,1.09059552410982,1.45189134202353,NA,0.709384050922569,0.685926639789026,NA,NA,0.861851906244739,1.11793552309072
1958,NA,1.03441299794717,1.58033094631501,2.09164167320915,1.26882762325712,2.79324616229616,3.80738710648956,NA,1.90564562430883,2.63650370845802,2.32298511908385,1.09302516785772,3.21143065485706,2.52230322429857,3.41580495083759,3.03409507205698,2.35393680319471,2.18888658298682,2.34303975434862,1.75189410185823,3.43510873481706,NA,NA,NA,3.35759345692881,NA,NA,NA,NA,NA,1.20233047653431,NA,0.900393669908975,1.13867558049879,NA,NA,1.96368253074461,2.48971273446862,1.9161845364864,2.86271453992068,3.08007776907391,NA,0.981490373510313,1.00738893460839,1.32912624641449,NA,0.892572568467587,0.689554535496715,NA,NA,0.858358369748115,1.04757781171257
1959,1.67225165878758,1.12723752379623,1.62615759152525,3.10805472467771,1.35297342164833,2.84374961811069,3.85761007843921,4.00678067994315,1.96726078305138,2.7476657762079,2.39595404885384,2.00655742855454,3.26363690165487,2.4979422998477,3.60473287145915,3.08836187626679,2.45856026200059,2.28203302716075,2.38714967112994,1.85617996052972,3.55174783962595,NA,NA,NA,3.58394185355237,NA,NA,NA,NA,NA,1.1613599864271,NA,0.89811962586013,1.09947872782427,NA,0.589983313296485,1.94267538921779,2.62694886520453,2.14984201666888,3.02310419924622,3.25397050219307,NA,0.993066902852498,1.03895489444485,1.47114214420733,NA,0.817291835835941,0.7413663867827,0.391413590608978,NA,0.972992835582374,1.06897344048732
1960,1.49358345409295,1.03841135421421,1.45153325813863,3.0906110271098,1.2203555295933,2.77107549951443,3.96663056730916,4.64841925172177,1.90207503657476,2.69150650732432,2.23850216499686,1.84506480538969,3.20595927292815,2.53070425750522,3.60356383206682,3.10569325639482,2.49502489338708,2.30089912202248,2.29155734998386,1.71324674557787,3.55066469244464,2.81793319495873,NA,NA,3.51268498849474,NA,NA,1.85857160627453,NA,NA,1.30229860902642,NA,0.964245948514896,1.21024822765256,NA,1.20660843268535,1.9881560097492,2.52380542965541,2.03798053529096,2.95311133533493,3.1289580711036,1.77825073511434,1.066936881138,1.0015427874964,1.37828825730627,NA,1.05117922570852,0.845161223531657,0.79444089574246,NA,0.75585335373895,0.735733117086897
1961,1.74736076842246,1.24894682990042,1.7745007508501,3.25171997871831,1.43763714223745,2.99579402910843,4.16177639341782,4.98485416330005,2.0533155322475,2.92170138783478,2.51021540302198,1.97973698121854,3.41778840335449,2.67165596731423,3.82411282099772,3.24142878299421,2.71210378068393,2.49679068337172,2.51574984411625,1.99826696962147,3.71347328687322,2.99566165369427,2.81165002271642,NA,3.81050327331196,NA,NA,3.10166100012186,NA,NA,1.34625118125737,NA,1.01072535731979,1.24315100917025,NA,1.43516801136745,2.1414503287119,2.70037495741093,2.18608521689458,3.11586765541563,3.25639221215532,3.11086250898455,1.21947120394605,1.25726064505072,1.54347281275557,2.88792476676633,1.00874942410579,0.871734641836741,0.854041633773322,NA,1.00817985484476,1.14135130734263
1962,1.90006475325745,1.32404942804656,1.67038142249725,3.21353253459497,1.4321838645346,2.97622936957763,4.18657402109923,4.97023475632028,2.08863034966159,2.95197159953223,2.55194839646725,2.05360885418444,3.52449595532538,2.67600304579648,3.81683404161774,3.31223762623988,2.65345423211263,2.47218304493135,2.43921611479701,1.94735540735158,3.69290715854763,2.97575281385319,2.78066243902253,NA,3.96020428352484,NA,NA,3.13287709182664,1.61011103154775,NA,1.16911108460122,NA,0.95762525065626,1.19247807574394,NA,1.34795371509356,2.15703463566677,2.80811265056365,2.24168396563189,3.15964994952064,3.39757172105432,3.26348629010004,1.12706726737595,1.14597111553294,1.49684646693014,2.84267270385054,1.00901194835853,0.856056165954264,0.835810783429822,NA,1.05193672833994,1.05341955617167
1963,1.69730310743045,1.15211590236338,1.61813329872686,3.11268986758684,1.27081544779293,2.85613212803961,3.8681850312391,4.5778156122619,1.96999945810614,2.72433562611848,2.34826860211905,1.7748913526636,3.36807468231242,2.74185676301958,3.66040771620923,3.18080829673509,2.57019866168248,2.44136284645604,2.41715928182255,1.83424461043632,3.82088773009294,2.94147969628455,2.76934381379459,NA,4.21877775408206,NA,NA,3.30945073443214,2.94785277811943,NA,1.37720352768445,NA,1.14480794847494,1.34099575377669,NA,1.37353386562843,2.08659061928601,2.90811150161825,2.45831687381235,3.18974699197648,3.49879784401055,3.40909387961763,1.41713947051793,1.41959544020531,1.75538145371572,3.080734112316,1.38380140806231,1.18415317115794,1.17211159369841,NA,0.86231664173618,0.967121792933901
1964,1.78251587514947,1.30446721977945,1.73026330454468,3.00057145360378,1.47490352095682,2.87476062404612,3.96305069329798,4.57617090773381,2.12335790673315,2.77611066691911,2.5627893475524,2.07468853359913,3.39271821798058,2.68825026331004,3.6879299662598,3.16184764592716,2.61703266185071,2.39972463872621,2.46117841199589,1.96536261822481,3.51502540472883,2.84868286089442,2.51315757377847,NA,3.47605368498842,NA,NA,2.84415382130199,2.43222168185106,NA,1.11776858639199,NA,0.808939894628715,1.12586037705463,NA,1.29581611939622,1.99078661241048,2.60950452889508,2.03783393380638,2.96100986494005,3.08533424195803,2.98612771453663,1.01357151202409,1.0588044675108,1.52407060055722,2.72209095207612,0.969112031061086,0.874184486409933,0.867823237978789,NA,1.0597156071035,1.13633435423209
1965,1.65795309220815,1.15495200061295,1.57648250900599,2.83282082196497,1.31570676556464,2.81945257150488,3.86979561932587,4.61515585111518,1.91325694293104,2.67107366222896,2.24246192869321,1.87425609772405,3.21357375196235,2.50511406912122,3.51513749613958,2.99941083854958,2.51149305356505,2.29789540860389,2.34065520108268,1.76524909569207,3.73969049366807,2.77930601138595,2.63815276447753,NA,3.45667702909643,1.99661765744684,NA,3.27882063828148,2.82708154763687,NA,1.41529669615649,NA,1.00576747728669,1.36160772903896,NA,1.43419753812809,2.32454143485476,2.69455786350267,2.1741628955063,3.36966209232479,3.364996969774,3.2459265910627,1.1267774956094,1.16605917422578,1.64741647661195,2.8385709485479,1.10522135782735,0.86886775951603,0.939685068507791,NA,0.844951208572811,1.03844797718424
