SID,Year,Mon,Day,Temperature,GT,MaxTemp,MinTemp
50136,1966,1,21,-26.4,-29.8,-17.8,-35.5
50136,1966,1,22,-29.1,-30.9,-18.1,-36.4
50136,1966,1,23,-23.8,-27,-14.6,-29
50136,1966,1,24,-29.8,-33.8,-19.5,-36.3
50136,1966,1,25,-28,-32.9,-17.6,-34.1
50136,1966,1,26,-28.9,-30.4,-20.6,-39.1
50136,1966,1,27,-21.1,-24.8,-10.1,-30.7
50136,1966,1,28,-31.3,-35.3,-21.1,-38.4
50136,1966,1,29,-33.3,-38.8,-22.3,-41
50136,1966,1,30,-39.6,-42.6,-28.9,-44.7
50136,1966,1,31,-41,-43.8,-29.7,-47.1
50136,1966,2,1,-41.2,-45.1,-29.6,-47.1
50136,1966,2,2,-41.9,-44.2,-30.8,-47.1
50136,1966,2,3,-34.5,-38.4,-22.2,-43.3
50136,1966,2,4,-30.4,-31.8,-21.9,-37.6
50136,1966,2,5,-33.8,-37.6,-22.6,-41.3
50136,1966,2,6,-35.4,-37.5,-23.7,-44.5
50136,1966,2,7,-24.9,-25.6,-16.2,-30.9
50136,1966,2,8,-30.3,-33.1,-18.3,-38.6
50136,1966,2,9,-25.2,-24.8,-18.4,-33.5
50136,1966,2,10,-24.6,-27.6,-17.4,-27.7
50136,1966,2,11,-25.6,-27.2,-20,-31.3
50136,1966,2,12,-30.1,-32.7,-18.6,-39.1
50136,1966,2,13,-32.2,-34.6,-21.1,-39.9
50136,1966,2,14,-31.5,-33,-21.3,-41.6
50136,1966,2,15,-27.6,-29,-18,-35.4
50136,1966,2,16,-34.9,-37,-21.2,-42.4
50136,1966,2,17,-36.5,-38.6,-21.6,-44.8
50136,1966,2,18,-33.5,-34.2,-22.5,-44.5
50136,1966,2,19,-22.9,-23.1,-17.8,-25.8
50136,1966,2,20,-29,-32.2,-20.4,-35.2
50136,1966,2,21,-35.7,-39,-21.8,-45.3
50136,1966,2,22,-35.6,-37.8,-21.2,-46.3
50136,1966,2,23,-27.9,-28.7,-14.3,-36.7
50136,1966,2,24,-25.6,-25.7,-14.6,-35.9
50136,1966,2,25,-24.9,-27.6,-12.8,-35
50136,1966,2,26,-21.8,-22.2,-9.8,-35.2
50136,1966,2,27,-17.1,-18,-7.5,-25.8
50136,1966,2,28,-22.5,-26.1,-9.9,-33.6
50136,1966,3,1,-33.5,-37.6,-21,-44
50136,1966,3,2,-34,-36.8,-20.3,-43
50136,1966,3,3,-30.2,-32.4,-15.2,-40.9
50136,1966,3,4,-30.2,-33.9,-17.6,-40.4
50136,1966,3,5,-28.5,-30.3,-14.3,-38.9
50136,1966,3,6,-29.5,-32.4,-13.6,-41.3
50136,1966,3,7,-24.4,-28.2,-9.4,-38.6
50136,1966,3,8,-18.6,-21.2,-6.2,-26.9
50136,1966,3,9,-20,-23.5,-5,-32.9
50136,1966,3,10,-16.5,-19.4,-2.7,-32.2
50136,1966,3,11,-12.5,-12.5,-4.1,-22.8
50136,1966,3,12,-13.7,-14.2,-7.5,-16
50136,1966,3,13,-19.5,-23,-12.6,-27.9
50136,1966,3,14,-25.4,-28.5,-8.5,-37.8
50136,1966,3,15,-23.9,-26.3,-5.6,-34.6
50136,1966,3,16,-22.1,-25.7,-6.1,-34.9
50136,1966,3,17,-20.3,-23,-6,-34.1
50136,1966,3,18,-21.2,-24.1,-7.5,-32.8
50136,1966,3,19,-21.7,-24.6,-7.4,-34.1
50136,1966,3,20,-20.3,-21.8,-6.2,-35.8
50136,1966,3,21,-14.5,-15.6,-9.5,-25
50136,1966,3,22,-10.8,-10.6,-5.6,-15.7
50136,1966,3,23,-9.7,-11.4,-5.3,-12.2
50136,1966,3,24,-13,-15.6,-3.2,-22.5
50136,1966,3,25,-12.7,-16.1,-0.1,-25.3
50136,1966,3,26,-12.4,-15.4,0.5,-26.3
50136,1966,3,27,-9.6,-12.8,2,-19.3
50136,1966,3,28,-9.6,-11.7,2.3,-20.2
50136,1966,3,29,-10,-10.8,5,-24.7
50136,1966,3,30,-5.1,-5.6,5.9,-12.7
50136,1966,3,31,-5.4,-7.6,6.4,-18.7
50136,1966,4,1,-3.8,-5.6,6.7,-14.7
50136,1966,4,2,-12.6,-10.6,-0.8,-16.2
50136,1966,4,3,-13.1,-10.7,-3.9,-25.3
50136,1966,4,4,-12.4,-7.3,-0.6,-24.3
50136,1966,4,5,-4.5,-4.4,2.1,-11.1
50136,1966,4,6,-13.4,-14,-4.2,-15.9
50136,1966,4,7,-14,-14.1,-5.8,-24.5
50136,1966,4,8,-14.5,-14.3,-2.6,-26.8
50136,1966,4,9,-10.6,-9.6,-2,-20.8
50136,1966,4,10,-11,-8.5,-0.1,-23.2
50136,1966,4,11,-10.2,-7.5,0,-24.8
50136,1966,4,12,-4.1,-3.5,-0.7,-9
50136,1966,4,13,-4.1,0.2,0.6,-8.2
50136,1966,4,14,-6.6,1.4,2.4,-16.7
50136,1966,4,15,-4.4,-0.4,-1.5,-7.7
50136,1966,4,16,-1.5,1.6,6.2,-6.3
50136,1966,4,17,-0.2,3.4,11.7,-11.1
50136,1966,4,18,1.2,3.4,10.8,-6.5
50136,1966,4,19,-0.5,1,3.5,-3.7
50136,1966,4,20,-0.3,4,11.5,-11.2
50136,1966,4,21,5.8,5.8,16.4,-6.2
50136,1966,4,22,4.2,2.9,9.2,0.2
50136,1966,4,23,-1.8,0.6,0.7,-5.9
50136,1966,4,24,-1.2,1.6,4.9,-6.4
50136,1966,4,25,0.2,3.2,7.9,-7.5
50136,1966,4,26,1.2,2.8,6.6,-2.9
50136,1966,4,27,-0.2,3.6,8.4,-8.2
50136,1966,4,28,0.3,3,7.6,-5.4
50136,1966,4,29,1.4,3.8,6.8,-0.9
50136,1966,4,30,-0.1,2.2,7.4,-8.8
50136,1966,5,1,0.4,3.7,9.7,-9.7
50136,1966,5,2,1,1.6,10.4,-7.8
50136,1966,5,3,5,6.6,14.8,-3
50136,1966,5,4,5.2,5.1,15.8,-5.5
50136,1966,5,5,8,8.2,14.2,0.9
50136,1966,5,6,5.4,6.2,8.9,4.1
50136,1966,5,7,7.2,7.9,12.4,3.3
50136,1966,5,8,7.1,6.8,12.8,1.5
50136,1966,5,9,5.2,5,13.2,-2.1
50136,1966,5,10,5.7,9,16.3,-5.2
50136,1966,5,11,9.6,10.2,18.6,-2.5
50136,1966,5,12,10.2,12.9,18.4,5.9
50136,1966,5,13,5.7,6.6,14.1,-2.1
50136,1966,5,14,11.4,11.4,19.6,3.8
50136,1966,5,15,11.4,12,24.4,-4
50136,1966,5,16,15,18.8,28.4,-0.9
50136,1966,5,17,13.2,16.8,20,1.7
50136,1966,5,18,12.5,16.7,21.3,3.2
50136,1966,5,19,12.2,13.7,17.5,4.8
50136,1966,5,20,7,9.5,13.8,4.4
50136,1966,5,21,8.9,11.4,17.6,0.1
50136,1966,5,22,13.2,12,28.6,-3.9
50136,1966,5,23,12.9,13.2,23.6,10.1
50136,1966,5,24,8.3,9.8,15.7,0.2
50136,1966,5,25,11,14,17.7,5.9
50136,1966,5,26,9.6,10.1,13.3,7.1
50136,1966,5,27,11,11.5,19.4,6.1
50136,1966,5,28,12.6,17.3,23,-0.8
50136,1966,5,29,12.7,12.6,19.8,4
50136,1966,5,30,12.3,17.7,23.6,-0.6
50136,1966,5,31,16.2,18.6,27.1,0.9
50136,1966,6,1,17.7,18.9,28.8,4.1
50136,1966,6,2,12.1,16.6,24.9,1.8
50136,1966,6,3,14.3,15.6,22.8,7.3
50136,1966,6,4,7,9.1,15.1,6.2
50136,1966,6,5,6.6,8.5,10.3,4.4
50136,1966,6,6,13.3,16.6,22.3,8.2
50136,1966,6,7,14.8,16.9,24.6,7.2
50136,1966,6,8,13.6,15.2,18.7,11.5
50136,1966,6,9,12.5,16.4,19.9,3.6
50136,1966,6,10,11.8,13.1,17.4,4.9
50136,1966,6,11,16.2,18.5,21.3,11
50136,1966,6,12,18.4,21.1,27.1,13.1
50136,1966,6,13,17,17.9,26.3,6.6
50136,1966,6,14,16.2,16.9,21.5,13.4
50136,1966,6,15,16.4,16.8,19.6,14.5
50136,1966,6,16,18.2,20.3,24,14
50136,1966,6,17,16.6,19.2,22.9,13.3
50136,1966,6,18,16.3,20.4,23.5,11.6
50136,1966,6,19,16.9,21.6,23.3,14.7
50136,1966,6,20,17.4,21.4,24.6,11.8
50136,1966,6,21,16.1,18.1,25.9,12.4
50136,1966,6,22,13.6,15.2,17.9,10.8
50136,1966,6,23,13.4,13.3,14.8,11.5
50136,1966,6,24,15,17.8,24,7.1
50136,1966,6,25,16.4,20,28.2,6
50136,1966,6,26,17.6,21.1,28,9.9
50136,1966,6,27,19,26.5,30.3,7.4
50136,1966,6,28,19,26.8,26.9,8.5
50136,1966,6,29,17.4,19.8,23.4,10.5
50136,1966,6,30,15.4,17.2,23.5,11.9
50136,1966,7,1,17.9,23.2,26.2,11.6
50136,1966,7,2,17.6,23.1,28.5,10.2
50136,1966,7,3,19.7,26.2,30.5,11.1
50136,1966,7,4,21.3,26.4,31.1,10.7
50136,1966,7,5,20.8,24.2,29.7,12.1
50136,1966,7,6,19.9,27,25.8,13.7
50136,1966,7,7,18.8,22.1,23.7,14.6
50136,1966,7,8,18.5,19.4,21.5,14
50136,1966,7,9,18.6,21.4,21,16.9
50136,1966,7,10,18.8,24.7,28.9,12.3
50136,1966,7,11,20.5,27.6,28.7,12.1
50136,1966,7,12,18.5,24,27.9,10
50136,1966,7,13,18.8,24.3,28.4,11.7
50136,1966,7,14,18.3,23.8,25.3,13.4
50136,1966,7,15,17.9,21.6,23.6,14
50136,1966,7,16,18.3,25.2,25.6,10.5
50136,1966,7,17,16.9,18.4,19.6,14.6
50136,1966,7,18,15.9,17,17.4,14.4
50136,1966,7,19,14.1,14.9,16.6,13.5
50136,1966,7,20,14.2,15.8,19.6,11.2
50136,1966,7,21,12.9,15.2,24.1,3.1
50136,1966,7,22,18.2,23.4,28.6,7.2
50136,1966,7,23,19,23.8,25.1,12.5
50136,1966,7,24,17,24,27.5,9.8
50136,1966,7,25,20,26.6,28.7,11.3
50136,1966,7,26,18.2,25.6,27.1,10.4
50136,1966,7,27,19.9,26.8,29.9,10.3
50136,1966,7,28,16.3,19.3,21.4,15
50136,1966,7,29,16,22.3,25.8,8
50136,1966,7,30,18.6,25.3,29.8,8.8
50136,1966,7,31,16,18.8,20.8,10.1
50136,1966,8,1,18.2,20.2,20.9,17
50136,1966,8,2,17.8,18.6,24.1,15.2
50136,1966,8,3,17.6,21.9,23.8,10.4
50136,1966,8,4,15.4,18,19,11.4
50136,1966,8,5,17.4,20.6,22.2,15.1
50136,1966,8,6,18,25,27.5,11.7
50136,1966,8,7,16.7,24.4,27.9,10.6
50136,1966,8,8,17.1,24.3,28.2,10.4
50136,1966,8,9,18.4,25.2,27.4,12.6
50136,1966,8,10,18,24.4,26.8,12.4
50136,1966,8,11,18.2,23.2,26.6,10.5
50136,1966,8,12,17.8,19.6,24.5,13.3
50136,1966,8,13,15.3,17,19.6,12.3
50136,1966,8,14,13.5,16.5,22.8,6.6
50136,1966,8,15,13.9,19.4,25.3,6.2
50136,1966,8,16,14.6,19,22.5,8.5
50136,1966,8,17,16.5,20.4,24.5,10
50136,1966,8,18,16.8,20.6,24.7,10.7
50136,1966,8,19,14.8,21.2,24.1,7.1
50136,1966,8,20,14.2,19.2,25,7.4
50136,1966,8,21,15.2,21.6,25.7,7.6
50136,1966,8,22,16.8,22.4,28.4,9
50136,1966,8,23,16.4,20.7,24.7,11.5
50136,1966,8,24,18.7,22.1,30.7,11.3
50136,1966,8,25,19.9,25.1,31.7,10.7
50136,1966,8,26,17.2,22.7,25.6,12
50136,1966,8,27,12.8,19.6,25.9,5
50136,1966,8,28,14.9,18.3,27.9,7
50136,1966,8,29,11.8,13.6,22.5,6.5
50136,1966,8,30,6.5,11.3,14.7,1.1
50136,1966,8,31,5.9,9.1,13.8,-0.2
50136,1966,9,1,8.8,15,18.6,-1.9
50136,1966,9,2,9.5,14.2,17.9,2.7
50136,1966,9,3,10.3,16.3,26.8,-3.2
50136,1966,9,4,12.8,18.6,28.2,3.1
50136,1966,9,5,17.7,21,32.4,5.9
50136,1966,9,6,10.8,12.1,23.2,4.1
50136,1966,9,7,4.4,7.3,11.8,-1.3
50136,1966,9,8,3.3,7.1,15.8,-8
50136,1966,9,9,6.7,8,9.7,3.5
50136,1966,9,10,7.9,11.6,15.3,5.4
50136,1966,9,11,4.2,8.2,13.7,-7
50136,1966,9,12,6.3,9,13.6,2.9
50136,1966,9,13,5.3,8.6,14.3,-1.3
50136,1966,9,14,0.8,2.7,8.7,-6.1
50136,1966,9,15,5.2,8.8,15.7,-1.2
50136,1966,9,16,4.4,9.6,16.9,-6.7
50136,1966,9,17,9.6,14,21,0.7
50136,1966,9,18,9.1,13.6,23.2,-1.3
50136,1966,9,19,10.7,11,20.5,4.8
50136,1966,9,20,2.2,3.6,9.3,-1.3
50136,1966,9,21,5.8,5.5,15.3,-1.6
50136,1966,9,22,10,10,20.5,-0.2
50136,1966,9,23,11.6,10.4,22.5,1.1
50136,1966,9,24,8.9,11.6,24,-1.6
50136,1966,9,25,9.6,11.8,25,-2.2
50136,1966,9,26,8.7,11,20.3,-0.8
50136,1966,9,27,7.2,10,15.9,2.5
50136,1966,9,28,6.6,9,21.7,-4.9
50136,1966,9,29,5.9,8.5,12.3,-1.4
50136,1966,9,30,0.4,2.7,6.8,-4.4
50136,1966,10,1,-3,-0.5,1.2,-7.9
50136,1966,10,2,-3,1.2,5.8,-8
50136,1966,10,3,-2.8,0.7,9.3,-12.2
50136,1966,10,4,-0.8,0.9,11.9,-10.6
50136,1966,10,5,3.5,5.2,21.4,-6.7
50136,1966,10,6,3.8,5.4,16.6,-4.1
50136,1966,10,7,5.8,7.2,15.9,-0.4
50136,1966,10,8,5.1,6.6,17.4,-3.6
50136,1966,10,9,6.4,7.4,21.5,-4.4
50136,1966,10,10,5.8,7.1,20.7,-4.8
50136,1966,10,11,2.2,4.8,16.7,-6
50136,1966,10,12,2.1,4,12.7,-4.8
50136,1966,10,13,2.2,3.9,11.8,-4.9
50136,1966,10,14,-2,0.6,10,-10.5
50136,1966,10,15,-3.3,-1.6,7.3,-12
50136,1966,10,16,0.6,2.1,7,-5.2
50136,1966,10,17,5,5,9.9,1.6
50136,1966,10,18,0.7,0.8,7.2,-3.3
50136,1966,10,19,-6,-3.6,1,-9.5
50136,1966,10,20,-8.4,-4.9,2.2,-16.5
50136,1966,10,21,-7.1,-4.8,5.7,-16
50136,1966,10,22,-5.8,-3.4,2.8,-12.9
50136,1966,10,23,-4.6,-2.8,4.7,-12.9
50136,1966,10,24,1,-0.2,3,0.3
50136,1966,10,25,0,-0.6,3.4,-1.9
50136,1966,10,26,-7.4,-7,2,-11.2
50136,1966,10,27,-11,-9.7,-7.1,-17.1
50136,1966,10,28,-8.6,-6.7,-5.8,-10.7
50136,1966,10,29,-2.1,-2.8,2.8,-6.9
50136,1966,10,30,-0.8,-1.8,4.7,-3.2
50136,1966,10,31,-3.5,-3.3,1,-7.8
50136,1966,11,1,-8.8,-9.3,-4.9,-12.2
50136,1966,11,2,-12.6,-11.2,-4.5,-22.5
50136,1966,11,3,-7.5,-6.1,-1.5,-13.6
50136,1966,11,4,-6.8,-5.9,-1.5,-15.6
50136,1966,11,5,-15.3,-13.5,-4.3,-20.1
50136,1966,11,6,-14.1,-12.4,-7.4,-22
50136,1966,11,7,-9,-9.1,-4.7,-11.1
50136,1966,11,8,-14.7,-13.9,-7.2,-20.5
50136,1966,11,9,-21.6,-17.8,-16,-27.8
50136,1966,11,10,-21.8,-19.8,-12.7,-28.2
50136,1966,11,11,-26.4,-24.3,-17.2,-32.3
50136,1966,11,12,-23.2,-18.9,-16.5,-30.4
50136,1966,11,13,-23.9,-26.8,-16.2,-29.1
50136,1966,11,14,-28.5,-29.6,-19,-35.4
50136,1966,11,15,-24.5,-23.4,-18.5,-29.2
50136,1966,11,16,-18.8,-17,-16.3,-24.1
50136,1966,11,17,-25.5,-28.8,-16.7,-31.7
50136,1966,11,18,-28.5,-28.8,-21.5,-33.2
50136,1966,11,19,-24.4,-25.2,-18.7,-27.8
50136,1966,11,20,-24.5,-26.8,-16.7,-27.7
50136,1966,11,21,-29.5,-29.6,-20.9,-37.1
50136,1966,11,22,-26.5,-26.8,-20,-31.7
50136,1966,11,23,-22.9,-23.7,-15.2,-27.9
50136,1966,11,24,-28.8,-27.7,-19.6,-32.6
50136,1966,11,25,-30.6,-29.2,-22.5,-37.1
50136,1966,11,26,-25.1,-26.5,-19.4,-30
50136,1966,11,27,-26.2,-27.2,-19,-31.7
50136,1966,11,28,-28.4,-30.8,-21.6,-33.4
50136,1966,11,29,-28.2,-29.6,-21.2,-35.2
50136,1966,11,30,-22.8,-24.4,-16.3,-26.4
50136,1966,12,1,-24.4,-27.3,-16.3,-27.8
50136,1966,12,2,-25.7,-27,-19.2,-29.6
50136,1966,12,3,-29.5,-29.6,-23.9,-33.4
50136,1966,12,4,-30.8,-32.5,-24.1,-34.1
50136,1966,12,5,-30.2,-31.3,-20.5,-35.5
50136,1966,12,6,-25.1,-26.4,-20.7,-30.8
50136,1966,12,7,-30.7,-32.3,-24.4,-34.6
50136,1966,12,8,-35,-37.5,-28.3,-39.3
50136,1966,12,9,-33.8,-34.4,-28.9,-37.3
50136,1966,12,10,-34.6,-36.8,-27.1,-39.3
50136,1966,12,11,-35,-36.2,-28.3,-39.1
50136,1966,12,12,-31.8,-33.4,-25.3,-36.9
50136,1966,12,13,-31,-32.9,-23.1,-36
50136,1966,12,14,-33.1,-34.4,-27.4,-37.7
50136,1966,12,15,-32,-32,-26.4,-36.1
50136,1966,12,16,-31.6,-32,-26.4,-36.6
50136,1966,12,17,-28.6,-31,-22.8,-32.1
50136,1966,12,18,-34.5,-36.6,-26.9,-39.1
50136,1966,12,19,-30.6,-32.8,-25.1,-39.8
50136,1966,12,20,-28.9,-30.6,-23.6,-33.7
50136,1966,12,21,-35.9,-38.4,-30.6,-39.5
50136,1966,12,22,-34.7,-36.6,-26.3,-41.4
50136,1966,12,23,-34,-35.6,-28.6,-40.4
50136,1966,12,24,-30,-32.9,-22.2,-34.6
50136,1966,12,25,-30.4,-32.4,-24,-34.7
50136,1966,12,26,-30.2,-32.6,-23.2,-35.7
50136,1966,12,27,-29,-30.1,-23.5,-33.8
50136,1966,12,28,-25.8,-28,-19.7,-29.5
50136,1966,12,29,-28.3,-31,-21.5,-33.6
50136,1966,12,30,-28.4,-30.6,-22.1,-33.6
50136,1966,12,31,-33.6,-36.5,-26.9,-37.7
50136,1967,1,1,-32.4,-34.6,-25.9,-39.7
50136,1967,1,2,-30.6,-31.7,-25.8,-38.6
50136,1967,1,3,-32.7,-36.8,-25.6,-38.6
50136,1967,1,4,-30.5,-33.1,-22.6,-36.7
50136,1967,1,5,-32.8,-34.3,-27.1,-36.4
50136,1967,1,6,-29.2,-30.4,-23,-34.4
50136,1967,1,7,-20.7,-23,-17,-26.4
50136,1967,1,8,-22.6,-25.9,-15.6,-28.2
50136,1967,1,9,-31.7,-34.2,-21.8,-37.2
50136,1967,1,10,-32.4,-33.8,-24.4,-36.5
50136,1967,1,11,-29.3,-29.9,-23.3,-36.7
50136,1967,1,12,-26.6,-26.2,-19.3,-34.4
50136,1967,1,13,-24.8,-26.3,-20,-26.8
50136,1967,1,14,-30.6,-34.5,-22.8,-35.8
50136,1967,1,15,-28,-30.4,-20.3,-36.1
50136,1967,1,16,-24.6,-28.3,-16.4,-34.1
50136,1967,1,17,-22.7,-26.3,-9.3,-32.1
50136,1967,1,18,-23,-24.8,-13.4,-29.3
50136,1967,1,19,-30.1,-34.4,-14.6,-35.9
50136,1967,1,20,-25.6,-28.8,-15.8,-31.5
50136,1967,1,21,-20,-22,-13,-26.9
50136,1967,1,22,-27,-31.9,-15.5,-35.8
50136,1967,1,23,-31.1,-36,-21.9,-36.7
50136,1967,1,24,-30.6,-32.2,-21.5,-34.9
50136,1967,1,25,-27.6,-28.4,-18,-35.5
50136,1967,1,26,-22,-27.8,-10,-30.5
50136,1967,1,27,-31.4,-35.8,-22.2,-36.8
50136,1967,1,28,-36,-40.3,-26.6,-41.3
50136,1967,1,29,-34.4,-38.5,-23.2,-41.3
50136,1967,1,30,-33.9,-38,-22.8,-40.7
50136,1967,1,31,-27.6,-30.2,-13.7,-37.5
50136,1967,2,1,-27.6,-30.2,-18,-36.7
50136,1967,2,2,-23.7,-27.6,-15.4,-32.3
50136,1967,2,3,-19.4,-22.1,-11.9,-23.4
50136,1967,2,4,-27.4,-31.1,-16.8,-33.9
50136,1967,2,5,-24.7,-26.8,-18.1,-32.8
50136,1967,2,6,-25.5,-27,-19.7,-28.7
50136,1967,2,7,-25.4,-27.4,-21.5,-28.3
50136,1967,2,8,-29.2,-30.9,-20.7,-34.4
50136,1967,2,9,-29.2,-31.1,-19,-33.2
50136,1967,2,10,-31.2,-34.1,-20.5,-37
50136,1967,2,11,-29.5,-32.3,-18.1,-35.7
50136,1967,2,12,-26.4,-29,-15.3,-34
50136,1967,2,13,-24.9,-27.6,-11.3,-33.6
50136,1967,2,14,-26.6,-30.4,-11.8,-36.8
50136,1967,2,15,-23.3,-26.2,-12.4,-29.8
50136,1967,2,16,-22.3,-25.4,-10.8,-34.7
50136,1967,2,17,-19.2,-22.6,-7.5,-26.7
50136,1967,2,18,-21.1,-25.9,-4.6,-33.7
50136,1967,2,19,-22.4,-25,-4.2,-31.8
50136,1967,2,20,-18.9,-22.1,-5.5,-30.6
50136,1967,2,21,-9.2,-9.3,-5.3,-14.1
50136,1967,2,22,-15.3,-20.2,-7.2,-23.9
50136,1967,2,23,-25,-29.6,-9.9,-35.4
50136,1967,2,24,-21.7,-24,-14.6,-29.9
50136,1967,2,25,-22.5,-24.4,-8.3,-33.3
50136,1967,2,26,-21.4,-25.2,-8.8,-31.3
50136,1967,2,27,-22.8,-24.9,-8.9,-34.1
50136,1967,2,28,-19.4,-22.9,-5.3,-31.6
50136,1967,3,1,-19.7,-22.6,-5.5,-30.7
50136,1967,3,2,-17.9,-21.7,-3.7,-30.7
50136,1967,3,3,-8.9,-10.1,-6.2,-11.1
50136,1967,3,4,-15.1,-17.8,-8.7,-21.8
50136,1967,3,5,-19.7,-21.1,-13.1,-23.9
50136,1967,3,6,-24.3,-26.2,-12.5,-34.5
50136,1967,3,7,-25.8,-26.8,-12.6,-36.8
50136,1967,3,8,-27.7,-30.3,-19.7,-35.1
50136,1967,3,9,-28.8,-30.8,-13.4,-40
50136,1967,3,10,-25.1,-26,-12.8,-36.6
50136,1967,3,11,-15.8,-16.4,-8.1,-19.2
50136,1967,3,12,-20,-22.4,-5.4,-32.1
50136,1967,3,13,-15.8,-18.4,-1.2,-29.8
50136,1967,3,14,-11,-13.8,2.7,-22.6
50136,1967,3,15,-7.9,-10.4,2.4,-13.1
50136,1967,3,16,-6.9,-10.3,4.9,-18.7
50136,1967,3,17,-6.6,-8.7,0.5,-16.9
50136,1967,3,18,-9.2,-11.8,-4.8,-16
50136,1967,3,19,-16.4,-17.4,-5.4,-26.2
50136,1967,3,20,-16.3,-18,-6.5,-25.7
50136,1967,3,21,-12.8,-15,-3.7,-22.5
50136,1967,3,22,-10.2,-12.9,1.2,-20.4
50136,1967,3,23,-9.4,-10.6,7.1,-23.1
50136,1967,3,24,-5.3,-7.4,5.9,-17.6
50136,1967,3,25,-2.6,-1.6,6.3,-11.4
50136,1967,3,26,-4,-3.1,2.4,-9.5
50136,1967,3,27,-10.3,-7.4,1.8,-20.9
50136,1967,3,28,-6.2,-4,4.4,-18.1
50136,1967,3,29,-5.9,-2.5,5.3,-17.9
50136,1967,3,30,-1.7,0,3.3,-4.8
50136,1967,3,31,-8.9,-4.1,-0.9,-16.6
50136,1967,4,1,-9,-5.4,1.8,-21
50136,1967,4,2,-6.8,-4.2,3.4,-16.9
50136,1967,4,3,-5.5,-1.8,4.4,-14.7
50136,1967,4,4,-4.4,-0.4,1.5,-11.7
50136,1967,4,5,-6.5,-2.4,1.6,-15.9
50136,1967,4,6,-7.2,-2.5,3.6,-18.2
50136,1967,4,7,-3.3,-0.8,7.4,-16
50136,1967,4,8,0.4,2,4.9,-2.3
50136,1967,4,9,-8.3,-6.6,0,-11.5
50136,1967,4,10,-10.4,-6.2,0,-22.1
50136,1967,4,11,-5,-1,6.3,-16.6
50136,1967,4,12,-3.7,-3.1,4.4,-12.6
50136,1967,4,13,-5.4,-2.2,4.6,-14.6
50136,1967,4,14,-2.5,0.3,11.3,-16.1
50136,1967,4,15,1.5,4.8,15.9,-11.6
50136,1967,4,16,6.2,9.9,18.2,-5.7
50136,1967,4,17,5.9,9.5,19.2,-7.9
50136,1967,4,18,9.1,11.5,18,0.6
50136,1967,4,19,7.3,6,15.6,1.4
50136,1967,4,20,5.9,6.5,16.8,-3
50136,1967,4,21,9.2,11.7,19.5,0.6
50136,1967,4,22,9,11.6,21.8,-1.8
50136,1967,4,23,8.8,12,22.5,-4.5
50136,1967,4,24,9.6,12.1,24.7,-4
50136,1967,4,25,8.5,9.3,19.4,2.9
50136,1967,4,26,5,9.4,17.5,-6.6
50136,1967,4,27,8.4,11.1,22,-5.1
50136,1967,4,28,3.1,3,11.6,0.3
50136,1967,4,29,2.8,7.1,14.2,-9.5
50136,1967,4,30,6.4,11.5,21.6,-8.6
50136,1967,5,1,5.7,7.2,12.7,-0.3
50136,1967,5,2,7.8,8.2,16.3,-3.7
50136,1967,5,3,10.1,7.6,19.8,2.6
50136,1967,5,4,7.4,8.6,14.5,1.2
50136,1967,5,5,5.3,12,16,-6.7
50136,1967,5,6,6.6,10.8,19.7,-5.3
50136,1967,5,7,12.2,15.4,25.6,-3.9
50136,1967,5,8,8.3,8.8,21.9,7.4
50136,1967,5,9,9.3,12.6,16.8,1.1
50136,1967,5,10,11.4,18,21.6,0.4
50136,1967,5,11,10.3,12.6,25.1,-1.2
50136,1967,5,12,6.2,12.4,13.7,-2.4
50136,1967,5,13,7.1,11.6,17.6,-6.1
50136,1967,5,14,9.6,10.6,23.4,-3.4
50136,1967,5,15,7.6,7.8,13.1,4.9
50136,1967,5,16,8.6,12,15.9,3
50136,1967,5,17,8.9,11.8,13.9,-0.2
50136,1967,5,18,8.1,15,19.5,-6.7
50136,1967,5,19,13.1,14.4,19.2,5.9
50136,1967,5,20,8,12.3,19.5,-4.2
50136,1967,5,21,11.7,13.4,24.1,-2.5
50136,1967,5,22,10.4,12.6,16.6,7.5
50136,1967,5,23,13.4,18.2,26,2
50136,1967,5,24,17,18.4,22.7,12.4
50136,1967,5,25,11.5,12,15.1,10.1
50136,1967,5,26,12.2,14.1,16.6,9.5
50136,1967,5,27,15.8,20.1,25.1,10.1
50136,1967,5,28,13.3,15.4,20,7.4
50136,1967,5,29,10.6,14.4,20.1,-3.4
50136,1967,5,30,7.5,9.8,11.6,3.2
50136,1967,5,31,8.6,15.3,17.2,1.2
50136,1967,6,1,10.8,12.4,17.9,2.5
50136,1967,6,2,7,9.9,15.6,-3.3
50136,1967,6,3,6.3,12.1,13.1,0
50136,1967,6,4,8.6,13.6,17.9,-3.3
50136,1967,6,5,11.9,15.7,22,0.8
50136,1967,6,6,14.8,19.8,26.3,1.1
50136,1967,6,7,16.4,22.5,28.4,2.2
50136,1967,6,8,15,17.3,25.1,3.6
50136,1967,6,9,15.9,18.4,23.3,10.5
50136,1967,6,10,16.4,19.7,23.8,10.8
50136,1967,6,11,18,23.4,27.1,6.7
50136,1967,6,12,16.4,19.2,29.1,0.8
50136,1967,6,13,19.1,22.6,31.2,3.3
50136,1967,6,14,19.6,26,32.9,4.5
50136,1967,6,15,19.9,25.1,30.2,5.7
50136,1967,6,16,21.1,29.5,30.3,9.2
