SID,Year,Mon,Day,Temperature,GT,MaxTemp,MinTemp
50136,1959,1,1,-34.1,-36.1,-27.3,-39.2
50136,1959,1,2,-35.8,-37,-29,-41.8
50136,1959,1,3,-27.8,-28.6,-24.5,-38.8
50136,1959,1,4,-23.5,-25,-21.4,-27.5
50136,1959,1,5,-26.6,-29.5,-21.6,-33.2
50136,1959,1,6,-30.9,-32.7,-25.3,-36.2
50136,1959,1,7,-35.4,-37.1,-29,-41.7
50136,1959,1,8,-35.8,-36.5,-30.1,-42.5
50136,1959,1,9,-34.8,-36.6,-27.2,-38.7
50136,1959,1,10,-36.4,-38.6,-29.4,-40.2
50136,1959,1,11,-39.4,-41,-31,-45.3
50136,1959,1,12,-30.4,-31.7,-24.4,-37.8
50136,1959,1,13,-39.2,-40.9,-27.8,-46.1
50136,1959,1,14,-40.9,-41.9,-31,-46.2
50136,1959,1,15,-37.4,-38,-27.9,-43.1
50136,1959,1,16,-33.9,-36.3,-26,-39.8
50136,1959,1,17,-25.4,-26,-20.4,-30.9
50136,1959,1,18,-21.2,-23,-14.8,-25.7
50136,1959,1,19,-19.1,-23.3,-12.4,-27.8
50136,1959,1,20,-22.8,-26.7,-11.6,-31.2
50136,1959,1,21,-24.8,-25.4,-18.3,-30.6
50136,1959,1,22,-23.7,-27.4,-17.6,-28.6
50136,1959,1,23,-28.2,-27.4,-19.7,-35.6
50136,1959,1,24,-18.1,-18.2,-16.3,-20
50136,1959,1,25,-20,-23.6,-15.5,-29.3
50136,1959,1,26,-30.8,-33.6,-19.1,-38.4
50136,1959,1,27,-26.8,-30.1,-18.3,-35.5
50136,1959,1,28,-32.9,-36.5,-23.6,-39
50136,1959,1,29,-30,-34.2,-18.7,-36.1
50136,1959,1,30,-32.4,-36,-18.4,-39.8
50136,1959,1,31,-29.8,-31.2,-21.9,-36
50136,1959,2,1,-28.1,-27.9,-21.3,-36
50136,1959,2,2,-22.6,-24.8,-15.1,-31.3
50136,1959,2,3,-27,-31.6,-13.2,-34.7
50136,1959,2,4,-26,-25.4,-17.8,-33.5
50136,1959,2,5,-17.3,-19.6,-11.3,-22.7
50136,1959,2,6,-26.8,-29.7,-16.3,-35.6
50136,1959,2,7,-28.4,-31.6,-17.2,-36
50136,1959,2,8,-28.7,-32.6,-19.8,-36.4
50136,1959,2,9,-27.1,-31.6,-16.5,-37.7
50136,1959,2,10,NA,NA,-12.8,-36.3
50136,1959,2,11,-24.5,-27.2,-15.9,-31.5
50136,1959,2,12,-24.6,-27.8,-11,-32.4
50136,1959,2,13,-27.1,-31.8,-17.2,-35.6
50136,1959,2,14,-31.4,-34.9,-19.4,-39.5
50136,1959,2,15,-25.3,-25.6,-16.3,-33.5
50136,1959,2,16,-16.9,-19.4,-10.6,-22.6
50136,1959,2,17,-23.8,-26.5,-12.5,-33.9
50136,1959,2,18,-19,-24,-6.1,-27.5
50136,1959,2,19,-26.6,-28.4,-14,-35.8
50136,1959,2,20,-24.4,-27.6,-10.9,-32.6
50136,1959,2,21,-22.2,-24.2,-10.8,-32
50136,1959,2,22,-21.6,-25.1,-9.8,-32
50136,1959,2,23,-20.9,-25.8,-6.9,-31.5
50136,1959,2,24,-21.2,-25.4,-7.9,-31.2
50136,1959,2,25,-20.4,-23.2,-9.2,-27.7
50136,1959,2,26,-19.7,-23.2,-6.2,-29
50136,1959,2,27,-20.4,-24.4,-5.6,-30.9
50136,1959,2,28,-17.4,-19.5,-3.6,-28.9
50136,1959,3,1,-13.4,-17,-9,-17.7
50136,1959,3,2,-23.7,-27,-8.8,-33.9
50136,1959,3,3,-22,-24.2,-9.7,-31
50136,1959,3,4,-13.2,-14.5,-7.4,-17.5
50136,1959,3,5,-15.6,-20.7,-1,-29.2
50136,1959,3,6,-15.6,-18.6,-3.1,-26
50136,1959,3,7,-12.6,-16.4,-2.1,-24.1
50136,1959,3,8,-16.8,-21.5,-4.4,-28
50136,1959,3,9,-17.5,-17.6,-5.5,-29.6
50136,1959,3,10,-14.8,-17.1,-7.3,-17.8
50136,1959,3,11,-20,-23.1,-8.8,-29.2
50136,1959,3,12,-20.2,-23.4,-6.2,-31
50136,1959,3,13,-15.4,-18,-1.2,-27.5
50136,1959,3,14,-13.1,-16,-0.7,-25.1
50136,1959,3,15,-11.8,-15.2,-0.3,-23.8
50136,1959,3,16,-11.4,-14,1.4,-22.2
50136,1959,3,17,-8.6,-12.4,5.5,-20.3
50136,1959,3,18,-10.2,-11.3,4,-21.2
50136,1959,3,19,-8.5,-12.2,4.9,-21.3
50136,1959,3,20,-6.3,-8.8,3,-16.1
50136,1959,3,21,-4.2,-6.4,2.5,-10.3
50136,1959,3,22,-6.2,-7.7,5.2,-15.8
50136,1959,3,23,-3.6,-5.4,7.8,-13.1
50136,1959,3,24,-4.2,-4.6,6.2,-13.8
50136,1959,3,25,-1.8,-2.7,8.1,-8.1
50136,1959,3,26,-0.7,-1.2,9.8,-7.3
50136,1959,3,27,0.8,0,3.1,0.1
50136,1959,3,28,-0.8,-0.5,1.5,-2.9
50136,1959,3,29,-1.3,-2,3,-3.3
50136,1959,3,30,-3.8,-5.6,4.1,-11.9
50136,1959,3,31,-2.8,-5.4,10.2,-14.5
50136,1959,4,1,1.6,-1.2,13.4,-8.1
50136,1959,4,2,4.2,3,11.2,-0.8
50136,1959,4,3,-4.2,-1.2,5.7,-8.9
50136,1959,4,4,-3.7,-1.3,4.6,-11.3
50136,1959,4,5,-2.6,0.2,2.6,-8.7
50136,1959,4,6,-5.6,-0.2,0.3,-15.6
50136,1959,4,7,-4.6,0.4,3,-10.8
50136,1959,4,8,-2.3,2.1,2.1,-7.5
50136,1959,4,9,-5,-0.7,0.9,-11.8
50136,1959,4,10,-3.8,0,3.2,-11.7
50136,1959,4,11,-3.2,-0.1,3,-10.8
50136,1959,4,12,-3.4,-0.1,3.5,-11.2
50136,1959,4,13,-3,-0.1,5.4,-12
50136,1959,4,14,-1.7,1.4,7,-9.5
50136,1959,4,15,-1.4,1.8,8.9,-9.6
50136,1959,4,16,0.8,3.8,12.3,-8.7
50136,1959,4,17,2.8,3,11.3,-5
50136,1959,4,18,4.7,5.2,11.5,-1.1
50136,1959,4,19,4.3,2.7,7.6,2.2
50136,1959,4,20,0.2,1.3,4.8,-2.4
50136,1959,4,21,-0.9,2.1,5.2,-6.5
50136,1959,4,22,3,4.8,7.4,-0.6
50136,1959,4,23,0.4,1,5.2,-5.9
50136,1959,4,24,2.9,3.8,8.6,-0.3
50136,1959,4,25,4.1,3,8.1,0.6
50136,1959,4,26,5.8,5.6,12.1,0.3
50136,1959,4,27,5.6,7.3,15.3,-6.3
50136,1959,4,28,5.6,8.2,16.9,-5.2
50136,1959,4,29,7.6,9.5,21.2,-4.2
50136,1959,4,30,7.3,8.2,12.7,4.7
50136,1959,5,1,2.6,6.4,11,-6.6
50136,1959,5,2,3.2,4.2,10.7,-5
50136,1959,5,3,4.6,7.9,14.8,-5.5
50136,1959,5,4,4.3,7.5,14.7,-7.2
50136,1959,5,5,5.2,6.6,15.3,-6.5
50136,1959,5,6,6.1,9.1,17.2,-5.9
50136,1959,5,7,10.5,14,17.5,0.2
50136,1959,5,8,11.8,15.1,21.7,1.7
50136,1959,5,9,12.5,15.5,24.8,-0.9
50136,1959,5,10,11.4,10.8,20.3,6.9
50136,1959,5,11,5.4,8,10.2,-1.3
50136,1959,5,12,6.8,9.8,18.5,-7.1
50136,1959,5,13,10.9,12.7,22.8,-0.3
50136,1959,5,14,10.4,11,18.9,3.8
50136,1959,5,15,6.6,7.5,10.6,2.5
50136,1959,5,16,7.6,10.6,17.4,-2.5
50136,1959,5,17,12.6,15.9,25.3,-2
50136,1959,5,18,14.4,16.8,24.5,6.8
50136,1959,5,19,9.4,13,15.8,4.4
50136,1959,5,20,7.9,12,17.2,-5
50136,1959,5,21,10.3,15.2,21,-2.7
50136,1959,5,22,15.1,18.5,20.6,5.7
50136,1959,5,23,14,18.9,22.6,5.7
50136,1959,5,24,13.2,15.7,20.5,7.6
50136,1959,5,25,4.8,4.5,14.5,1.7
50136,1959,5,26,7.3,6,10.6,3.7
50136,1959,5,27,6.8,7.8,13.1,-1
50136,1959,5,28,8.2,17.1,16.6,-2.6
50136,1959,5,29,8.3,12.3,16.6,-0.5
50136,1959,5,30,13.9,16.8,21.3,6.6
50136,1959,5,31,NA,NA,25.3,1.7
50136,1959,6,1,15.8,22.5,25.3,3.5
50136,1959,6,2,15.5,23,23.9,5.9
50136,1959,6,3,15,21.9,24.7,5.1
50136,1959,6,4,14.8,21.8,26.1,4.8
50136,1959,6,5,15.8,23.5,27.1,1.7
50136,1959,6,6,18.1,25,29.5,3.1
50136,1959,6,7,17.2,23.2,28.2,2.1
50136,1959,6,8,17.2,22.2,29.2,4
50136,1959,6,9,18.8,24.4,27.1,8.6
50136,1959,6,10,20.1,26.5,27.9,11.6
50136,1959,6,11,17,25.6,27.5,8.2
50136,1959,6,12,17.3,23.6,26.8,9.6
50136,1959,6,13,19.3,24.1,28.9,8.6
50136,1959,6,14,19.7,26.2,26.7,10.1
50136,1959,6,15,18.2,23.6,30.3,3.3
50136,1959,6,16,21.2,27.2,31.9,10.8
50136,1959,6,17,19,22.6,26.6,10.8
50136,1959,6,18,19.8,24.9,24.6,14.5
50136,1959,6,19,13.4,14.4,25.1,3.4
50136,1959,6,20,12.3,16.2,19.3,5.6
50136,1959,6,21,14.5,22.9,23.5,2.1
50136,1959,6,22,14.6,18.8,23.2,4.3
50136,1959,6,23,16.6,19.4,24.2,12.4
50136,1959,6,24,17,20.1,25.9,8.3
50136,1959,6,25,16,16.6,18.8,13.6
50136,1959,6,26,14.2,15.9,17.8,13.1
50136,1959,6,27,15.4,16.4,18.9,13
50136,1959,6,28,17.6,18.8,25.4,12.1
50136,1959,6,29,17.4,21.4,25.4,8.9
50136,1959,6,30,17.8,23.8,28.1,6
50136,1959,7,1,17,18.2,24.5,11.7
50136,1959,7,2,12,14.6,17.7,7.6
50136,1959,7,3,16.1,21.6,26.1,7.7
50136,1959,7,4,NA,NA,29.5,7.8
50136,1959,7,5,18.8,23.5,26.9,13.5
50136,1959,7,6,18.1,23.8,24.8,11.2
50136,1959,7,7,18,24.6,29,5.9
50136,1959,7,8,19.2,24.2,30.2,6.5
50136,1959,7,9,20.6,27.1,31.4,10.6
50136,1959,7,10,19.3,23.2,26.2,9
50136,1959,7,11,18.8,23,27.2,6.6
50136,1959,7,12,17.2,22.4,29,4.5
50136,1959,7,13,19.6,24.1,31.1,5.5
50136,1959,7,14,20.4,22.2,28.6,10.5
50136,1959,7,15,19,21.3,27.4,11.8
50136,1959,7,16,19.3,20.2,22.9,16.4
50136,1959,7,17,21.5,22.2,26.5,17.8
50136,1959,7,18,14.7,15.8,23,12.5
50136,1959,7,19,13.6,17,18.7,9.9
50136,1959,7,20,13.8,15,18.1,8
50136,1959,7,21,13.1,17.3,26,3
50136,1959,7,22,17.8,19.9,25.4,13.6
50136,1959,7,23,13.1,13.1,17.4,10.6
50136,1959,7,24,14.2,14,20,8.6
50136,1959,7,25,12.6,15.8,22,3.3
50136,1959,7,26,17.2,22.4,25.6,8.6
50136,1959,7,27,17.5,22.9,24.1,10.6
50136,1959,7,28,14.1,14.9,20.7,11.7
50136,1959,7,29,17.7,19.5,25,13.1
50136,1959,7,30,17.1,17.8,23.9,10.7
50136,1959,7,31,18.7,20.6,25.3,14
50136,1959,8,1,17.4,20.4,25.4,11.8
50136,1959,8,2,17.4,17.8,19.5,16.5
50136,1959,8,3,18.2,19.9,24.7,15.5
50136,1959,8,4,15.9,19.8,26.2,9.8
50136,1959,8,5,18.6,21.9,24.9,14.1
50136,1959,8,6,20,23.9,28.1,13
50136,1959,8,7,17.1,21,24.2,11.1
50136,1959,8,8,18.8,22.7,24.7,14.3
50136,1959,8,9,18.6,23.7,25.6,13.3
50136,1959,8,10,18.9,24.3,27.6,12.4
50136,1959,8,11,18.8,22.7,29.2,12
50136,1959,8,12,20,24.8,30.2,13.2
50136,1959,8,13,21.1,25.4,30.6,13.8
50136,1959,8,14,20.4,24.1,28.3,13.9
50136,1959,8,15,20.7,26,29.7,13.4
50136,1959,8,16,20.5,25.5,27.7,14.7
50136,1959,8,17,20.6,25.7,27.8,15.7
50136,1959,8,18,20.1,22.6,25.7,16.7
50136,1959,8,19,18.3,20.3,22.4,14.2
50136,1959,8,20,16.8,18.3,21.4,14.2
50136,1959,8,21,13.6,15.1,19.2,8
50136,1959,8,22,16.9,16.8,20.4,14.3
50136,1959,8,23,15.2,16.6,17.7,13.9
50136,1959,8,24,14.6,15.6,16.9,13.2
50136,1959,8,25,16.3,17,19.7,14.4
50136,1959,8,26,16.1,17.8,21,11.2
50136,1959,8,27,16.4,18.8,22.7,14
50136,1959,8,28,16.1,17,18.6,14.4
50136,1959,8,29,16.8,17.8,20.4,15.8
50136,1959,8,30,17,20,20.5,15.8
50136,1959,8,31,15.1,16.6,17.1,13.4
50136,1959,9,1,15.9,18.1,22.3,13
50136,1959,9,2,13.8,17,21.7,9.7
50136,1959,9,3,11.4,11.8,19.5,6.7
50136,1959,9,4,11.6,14.1,21.7,4.9
50136,1959,9,5,10.4,14.5,21.9,4.1
50136,1959,9,6,12.2,14.2,22.8,4.6
50136,1959,9,7,14.6,18.9,24.2,10
50136,1959,9,8,13.8,18,23.9,8.3
50136,1959,9,9,13.4,16.8,24.7,6.9
50136,1959,9,10,12.4,16.3,24.7,5.4
50136,1959,9,11,13.6,17.3,22.8,6.9
50136,1959,9,12,14.6,17.7,24.7,8.2
50136,1959,9,13,15.1,17.2,25.5,8.4
50136,1959,9,14,14,14.6,17.1,11.8
50136,1959,9,15,7.3,8.9,12.1,2.8
50136,1959,9,16,11,11.5,13.7,8.9
50136,1959,9,17,11.8,12.1,13.8,10.9
50136,1959,9,18,11.7,12.3,15.6,10.6
50136,1959,9,19,10.1,10.8,12.1,9.1
50136,1959,9,20,8.5,9.1,12.3,6
50136,1959,9,21,8.4,10,18.2,5.1
50136,1959,9,22,7,9.2,18.4,0.4
50136,1959,9,23,7.9,8.2,18,0.4
50136,1959,9,24,10.5,11.6,19.3,4.5
50136,1959,9,25,10.2,11.1,19.2,5.2
50136,1959,9,26,9,9.6,19.1,1.5
50136,1959,9,27,8.4,9.1,19.3,1
50136,1959,9,28,8.1,6.8,16.2,1.5
50136,1959,9,29,9,9.5,15.7,3.6
50136,1959,9,30,7,7.6,11.7,5.6
50136,1959,10,1,3.4,6,13.4,-1.3
50136,1959,10,2,3.4,4.9,14.3,-5.6
50136,1959,10,3,5,5.6,14.1,-1.1
50136,1959,10,4,3.7,3.6,8.8,-0.1
50136,1959,10,5,3.2,2.8,4.9,1.5
50136,1959,10,6,1.2,2.8,9.2,-1.7
50136,1959,10,7,3,4.5,10.3,-2.2
50136,1959,10,8,2.4,1.6,10.1,-1.1
50136,1959,10,9,0.1,0.4,9.9,-8.5
50136,1959,10,10,3,1.4,5.8,0.3
50136,1959,10,11,1.6,2.2,6.8,-4.6
50136,1959,10,12,0.7,0.4,4.1,-1.3
50136,1959,10,13,0.4,1.3,7.5,-4.4
50136,1959,10,14,-0.7,1,5.9,-6.1
50136,1959,10,15,4,4.2,7.5,1.4
50136,1959,10,16,2.3,2.6,7.8,-1.8
50136,1959,10,17,1.8,2.7,8.2,-4.1
50136,1959,10,18,2.2,2.4,8.7,-5.7
50136,1959,10,19,1.5,1.8,4.8,0.2
50136,1959,10,20,1.8,2.3,3.7,0.2
50136,1959,10,21,1.3,0.4,7.8,-2.6
50136,1959,10,22,-1.2,-1.6,2.9,-5
50136,1959,10,23,-0.7,-2.4,1.4,-3.6
50136,1959,10,24,-7.6,-8.6,-2.5,-15.1
50136,1959,10,25,-10.1,-10.4,-3,-12.9
50136,1959,10,26,-9.8,-8.7,-5.8,-17.5
50136,1959,10,27,-9.6,-11.5,-3,-13.6
50136,1959,10,28,-10.2,-14.4,-3.2,-17.2
50136,1959,10,29,-13.9,-17.6,-6.9,-19
50136,1959,10,30,-12.7,-14.3,-5.3,-18
50136,1959,10,31,-12.4,-13.2,-3.5,-19.6
50136,1959,11,1,-6.8,-7.4,-3.4,-13.1
50136,1959,11,2,-8,-7.8,-5.4,-14.1
50136,1959,11,3,-9.7,-12.3,-4.6,-16.3
50136,1959,11,4,-11.8,-13.7,-5.1,-22
50136,1959,11,5,-8.8,-10.2,-4.6,-12
50136,1959,11,6,-16.2,-19.4,-11.2,-20.5
50136,1959,11,7,-22.4,-26.9,-15,-27
50136,1959,11,8,-21,-24.5,-13.2,-27.1
50136,1959,11,9,-18.5,-21.4,-11.8,-24.7
50136,1959,11,10,-19.7,-22.1,-9.6,-25.1
50136,1959,11,11,-22.5,-25.6,-12.3,-29.8
50136,1959,11,12,-15.2,-17,-9.1,-24.8
50136,1959,11,13,-12.4,-12.6,-8.9,-16.8
50136,1959,11,14,-20.6,-24.8,-10.4,-28.2
50136,1959,11,15,-27.3,-27.2,-19.6,-31.5
50136,1959,11,16,-28.5,-29.8,-17.6,-35.4
50136,1959,11,17,-29.2,-31.8,-21.2,-35.5
50136,1959,11,18,-26.8,-29.6,-17.5,-33
50136,1959,11,19,-26.4,-30.8,-16.7,-32.7
50136,1959,11,20,-19.4,-21.2,-13.6,-25
50136,1959,11,21,-19.2,-23.7,-13.7,-25.2
50136,1959,11,22,-27.4,-31.8,-20.7,-32.6
50136,1959,11,23,-28.1,-32.3,-17.6,-34.4
50136,1959,11,24,-21.9,-23.9,-16.6,-31.8
50136,1959,11,25,-23.2,-25.7,-17.2,-28.1
50136,1959,11,26,-28.8,-31.4,-22.5,-33.4
50136,1959,11,27,-22.6,-21.5,-19.2,-28.6
50136,1959,11,28,-28.9,-30.2,-21.9,-36
50136,1959,11,29,-21.4,-22.6,-16.2,-27.6
50136,1959,11,30,-26.4,NA,-15.5,-33.7
50136,1959,12,1,-31.5,-34.1,-25.2,-35.8
50136,1959,12,2,-23.2,-24.7,-19.4,-29.9
50136,1959,12,3,-24.1,-22.6,-18.8,-32.1
50136,1959,12,4,-18.7,-19.5,-17,-20.5
50136,1959,12,5,-24.6,-26.1,-18.2,-30.3
50136,1959,12,6,-35,-39.4,-26.8,-40.1
50136,1959,12,7,-29,-31.4,-23,-37.6
50136,1959,12,8,-34.7,-38.3,-26.3,-40.7
50136,1959,12,9,-37.8,-40.1,-33.1,-43.2
50136,1959,12,10,-27,-25.2,-22.6,-35.7
50136,1959,12,11,-25,-27,-21.4,-30.7
50136,1959,12,12,-35.2,-39.1,-25.3,-41.7
50136,1959,12,13,-28,-31.8,-23.2,-37.7
50136,1959,12,14,-31.2,-34.8,-26.6,-38.3
50136,1959,12,15,-25.1,-26.4,-22.6,-28.6
50136,1959,12,16,-22,-24.8,-19,-24.8
50136,1959,12,17,-25.5,-28.3,-21.1,-33.4
50136,1959,12,18,-31.7,-34.3,-23.1,-36.8
50136,1959,12,19,-30.6,-32.6,-23.8,-38.6
50136,1959,12,20,-16.6,-18.6,-13.9,-27.6
50136,1959,12,21,-21.9,-25.7,-15.2,-30.1
50136,1959,12,22,-26.2,-29.6,-15.8,-31.1
50136,1959,12,23,-29,-32.7,-20.2,-36.3
50136,1959,12,24,-20.2,-24.3,-8.1,-31.5
50136,1959,12,25,-20.2,-24.2,-8.4,-27.9
50136,1959,12,26,-20.8,-24.3,-8.3,-31.9
50136,1959,12,27,-33.3,-36.2,-27.9,-37.9
50136,1959,12,28,-39.2,-42.6,-33.8,-42.8
50136,1959,12,29,-35.4,-36.4,-29.5,-40.6
50136,1959,12,30,-32,-34.3,-29.4,-36.4
50136,1959,12,31,-34.5,-38.9,-26.1,-39.1
50136,1960,1,1,-40.8,-44.3,-34,-44.6
50136,1960,1,2,-39.1,-41.4,-34,-43.6
50136,1960,1,3,-34.7,-35.9,-30.3,-39.2
50136,1960,1,4,-39.6,-42.3,-34,-43.1
50136,1960,1,5,-38.5,-39.9,-29,-42.2
50136,1960,1,6,-39,-43.1,-30.9,-44.5
50136,1960,1,7,-40.4,-44.4,-34,-45.3
50136,1960,1,8,-37.6,-40,-32,-43
50136,1960,1,9,-36.5,NA,-30.3,-41.3
50136,1960,1,10,-38.2,-40.6,-31.6,-41.5
50136,1960,1,11,-35.4,-38.2,-28.1,-43.4
50136,1960,1,12,-35.6,-38.5,-28.8,-40.3
50136,1960,1,13,-31.8,-33.6,-27.4,-36.7
50136,1960,1,14,-34.4,-36.8,-26.1,-40.3
50136,1960,1,15,-35.4,-38,-27.8,-39
50136,1960,1,16,-41.4,-44.6,-34,-45.9
50136,1960,1,17,-41.7,-45.1,-34,-46.2
50136,1960,1,18,-36,-39.4,-27.2,-42.5
50136,1960,1,19,-31.4,-34.4,-24.5,-39
50136,1960,1,20,-36,-39.5,-26.5,-42.5
50136,1960,1,21,-33.2,-35.7,-23.5,-38.2
50136,1960,1,22,-35.9,-39.7,-25.1,-42.5
50136,1960,1,23,-38.1,-40.9,-28.6,-43.7
50136,1960,1,24,-39.6,-43.2,-30.8,-44.6
50136,1960,1,25,-33.3,-35.2,-24.4,-43.6
50136,1960,1,26,-29.3,-30.2,-22.5,-34.1
50136,1960,1,27,-26.9,-28.1,-19.8,-35.4
50136,1960,1,28,-20.7,-23.4,-15.6,-30
50136,1960,1,29,-24.4,-27,-14.8,-31.2
50136,1960,1,30,-25.6,-29,-13.4,-32.9
50136,1960,1,31,-19.6,-21.9,-11.8,-25.9
50136,1960,2,1,-25.3,-27.8,-15.6,-32.4
50136,1960,2,2,-20.6,-23,-12.2,-27.1
50136,1960,2,3,-28.4,-33.2,-14.1,-36.7
50136,1960,2,4,-30.9,-33.2,-20.7,-40.6
50136,1960,2,5,-23.6,-23.3,-20.7,-30
50136,1960,2,6,-30.9,-31,-25.4,-37.7
50136,1960,2,7,-29.7,-33.9,-17.3,-38.9
50136,1960,2,8,-36.8,-40.2,-27.7,-42.8
50136,1960,2,9,-31.1,-34.2,-22.1,-40.9
50136,1960,2,10,-32,-35,-20.3,-40.3
50136,1960,2,11,-27.8,-31.4,-16.3,-37.4
50136,1960,2,12,-29.6,-30.4,-22.8,-37.1
50136,1960,2,13,-26.4,-30.7,-11.2,-37
50136,1960,2,14,-27.1,-31,-15.2,-33.1
50136,1960,2,15,-26,-27.2,-16.9,-35.6
50136,1960,2,16,-16.7,-18.2,-12.3,-25
50136,1960,2,17,-16.7,-20,-11.6,-24.4
50136,1960,2,18,-26.9,-27.7,-17.2,-36.7
50136,1960,2,19,-15.2,-18.5,-8.3,-22.6
50136,1960,2,20,-18.8,-23.6,-10.6,-28.7
50136,1960,2,21,-18.4,-20.7,-7.4,-27.9
50136,1960,2,22,-10.8,-13.4,0.3,-19.5
50136,1960,2,23,-14.5,-17,-3.7,-25.2
50136,1960,2,24,-13.8,-15.8,-9,-18.8
50136,1960,2,25,-24.7,-27.8,-15,-35.2
50136,1960,2,26,-29.2,-31.6,-18.1,-36.7
50136,1960,2,27,-33.9,-35.7,-21.8,-42.4
50136,1960,2,28,-27.5,-30.2,-16.4,-37.5
50136,1960,2,29,-27.8,-32.3,-14.9,-39.3
50136,1960,3,1,-27.6,-30.4,-16.6,-38.3
50136,1960,3,2,-24.6,-25.5,-15.6,-31.8
50136,1960,3,3,-25.9,-28.6,-16.2,-32.3
50136,1960,3,4,-30.6,-33.3,-17.6,-40.5
50136,1960,3,5,-24.4,-25.3,-14.2,-31.5
50136,1960,3,6,-24.2,-28.3,-12.8,-33.6
50136,1960,3,7,-28.2,-30.4,-13.2,-39.1
50136,1960,3,8,-23.8,-25.6,-12,-35.3
50136,1960,3,9,-16.4,-16.7,-9.5,-21.1
50136,1960,3,10,-22.5,-22.8,-9.6,-34.6
50136,1960,3,11,-14.4,-15.8,-11.3,-16.5
50136,1960,3,12,-18.5,-20.7,-12.3,-26.1
50136,1960,3,13,-19.6,-22.3,-10.2,-29.1
50136,1960,3,14,-22.7,-25,-6.8,-35.9
50136,1960,3,15,-17.8,-20.5,-4.5,-28.4
50136,1960,3,16,-15.9,-20.4,-1.8,-28.1
50136,1960,3,17,-16.5,-19.5,0.6,-29.4
50136,1960,3,18,-12.8,-15,-2.6,-22.6
50136,1960,3,19,-12.2,-15.1,-6.2,-17.5
50136,1960,3,20,-19.5,-21.4,-6.6,-30.1
50136,1960,3,21,-13,-13.2,-1.6,-25.5
50136,1960,3,22,-8,-9.1,-4.6,-10.1
50136,1960,3,23,-15.9,-18.4,-3.4,-28.7
50136,1960,3,24,-16.8,-18,-2.2,-29.3
50136,1960,3,25,-14.2,-18.2,-4.2,-22.4
50136,1960,3,26,-17,-19.9,-3.3,-30.1
50136,1960,3,27,-12.1,-13.6,-2.1,-23
50136,1960,3,28,-10.6,-11,-2.9,-19.3
50136,1960,3,29,-10.2,-12,-1.6,-19.5
50136,1960,3,30,-13.3,-16,-3.9,-23.4
50136,1960,3,31,-16,-19.6,-3.7,-27
50136,1960,4,1,-15.6,-17.6,-1.3,-30.4
50136,1960,4,2,-10.8,-12.4,0.9,-23.6
50136,1960,4,3,-5,-7.6,-1.7,-7.9
50136,1960,4,4,-12.2,-14.4,-0.7,-25.4
50136,1960,4,5,-8.1,-9.1,-4.1,-12.8
50136,1960,4,6,-11.1,-14.2,-0.9,-23.3
50136,1960,4,7,-9.4,-9.2,2.8,-23.5
50136,1960,4,8,-2.4,-4.8,4.6,-12.1
50136,1960,4,9,-4,-4.8,2.6,-6.8
50136,1960,4,10,-8.3,-11.5,0.3,-20.1
50136,1960,4,11,-7.3,-10.5,-1.5,-17.9
50136,1960,4,12,-12.4,-15.1,-1.4,-24.8
50136,1960,4,13,-10.6,-13.3,0.2,-20
50136,1960,4,14,-6.4,-8.7,3.9,-18.5
50136,1960,4,15,-5,-7.5,4.6,-14.4
50136,1960,4,16,-4.5,-6.3,5.3,-15.7
50136,1960,4,17,-4.4,-6,6.9,-13.1
50136,1960,4,18,-1.1,-3.6,7.5,-12.1
50136,1960,4,19,1.9,0.9,5.5,-0.3
50136,1960,4,20,2.2,0.6,6.4,-0.4
50136,1960,4,21,2.1,0.6,6.3,-0.2
50136,1960,4,22,1.4,-0.9,6.2,-3.4
50136,1960,4,23,2.1,1.5,6.3,0.1
50136,1960,4,24,5.2,3.8,9.4,1.6
50136,1960,4,25,1.7,2,7.4,-5.3
50136,1960,4,26,2.5,6.4,10.2,-5.8
50136,1960,4,27,2.3,2.4,7.6,0.6
50136,1960,4,28,2.7,6.2,8.7,-3.1
50136,1960,4,29,5.6,7.2,14.1,-1.9
50136,1960,4,30,-0.6,1,10,-3.7
50136,1960,5,1,-0.4,0.2,5,-9.5
50136,1960,5,2,2.7,4,7.2,-0.5
50136,1960,5,3,2.6,4.1,7.7,-1.9
50136,1960,5,4,4.4,5,8,0.6
50136,1960,5,5,3.1,3.2,6.2,0.9
50136,1960,5,6,3.8,4.2,6.7,2.1
50136,1960,5,7,2.9,3.8,7.4,-2.7
50136,1960,5,8,1.1,3.4,7.2,-6.9
50136,1960,5,9,3,4.3,8.6,-4.4
50136,1960,5,10,3.5,5.4,11.1,-6.9
50136,1960,5,11,5.1,NA,12.6,-5.9
50136,1960,5,12,6.9,8,16.3,-4.8
50136,1960,5,13,5.6,8.4,12.7,1.6
50136,1960,5,14,5.2,9.2,12.3,-0.4
50136,1960,5,15,5,5.5,8.4,3.9
50136,1960,5,16,7,7.5,9.4,4.6
50136,1960,5,17,6.7,8.2,10.6,4.9
50136,1960,5,18,8.4,10.6,13,5.3
50136,1960,5,19,10.7,10.8,17.3,1.6
50136,1960,5,20,10,10,19.6,0.6
50136,1960,5,21,8,8,14.3,6.8
50136,1960,5,22,9.8,13.1,14.9,3.6
50136,1960,5,23,9.9,12.5,17.5,-0.1
50136,1960,5,24,10.6,11.7,18,2.2
50136,1960,5,25,9,9.4,16.2,3.2
