,Pishan,Hetian,Minfeng,Mangya,Yutian,Lenghu,Tuole,Yeniugou,Zhangye,Qilian,Shandan,Yongchang,Dacaidan,Delingha,Gangcha,Menyuan,Nuomuhong,Dulan,Qiabuqia,Xining,Wudaoliang,Xinghai,Shiquanhe,Gaize,Bange,Anduo,Pulan,Shenzha,Dangxiong,Lazi,Rikeze,Nimu,Lasa,Jiangzi,Cuona,Longzi,Pali,Zaduo,Yushu,Maduo,Qingshuihe,Shiqu,Changdou,Dege,Ganzi,Seda,Daofou,Maerkang,Xinlong,Zuogong,Kangding,Deqin
1987,4709.7,4802.3,4634,1856.4,4438.6,2383.7,1139.5,980.1,3377.6,1730.2,3197.9,2760.9,2050.2,2450.2,1324.7,1576.9,2632.3,2106.7,2330.2,2879.1,509,1663.9,1539.2,1493.6,1165.9,935,1968.3,1279.3,1597.9,2639.6,2663.2,2747.4,3081,2200.3,998.1,2300.6,1058.8,1375.4,1883.6,776.9,640.8,1040.8,2985.3,2711.8,2528,1329,3116.9,3384.4,2942,2076.8,2929.6,2243.3
1988,4639.2,4762.1,4524.2,2279.9,4365,2328.1,1205.2,1033.9,3421.4,1737.1,3159.9,2726.2,2057.3,2439.1,1365.3,1642.9,2648.2,2113.8,2386.1,2870.8,527.5,1778.7,1652.9,1493.9,1142,905.3,2077.3,1271.1,1604.5,2643,2670.6,2787,3135.4,2243.7,1025.1,2338.6,1094.7,1505.9,2046,866.1,677.1,1130.5,3015.6,2719.8,2567.8,1404.5,3207.8,3419,3031.8,2227.5,2836,2274.6
1989,4518,4603.2,4388.5,2219.2,4206.9,2383.4,1220.7,1103.7,3525.1,1806.1,3302.2,2757.9,2091.7,2396.7,1391.4,1683,2632.3,2018.8,2320.3,2896.4,533.8,1635.1,1510,1563.6,1178.2,932.5,1947.5,1303.4,1643.6,2677.9,2813.2,2926.7,3269.7,2258.7,1030.6,2359.6,1064.8,1500.2,1982.2,833.2,741.7,1139.6,3013.2,2714.3,2499.9,1376.8,3138,3172.4,2946.2,2232.6,2625.2,2085.1
1990,4905,5019.1,4740.3,2358.1,4609,2376.6,1133.6,970.1,3480,1674.6,3300.4,2827.2,1984.3,2431.4,1346,1587.1,2605.6,2095.8,2384.2,2986.1,489.7,1641.5,1798.3,1522.3,1043.5,851.1,2094,1190.9,1496.8,2528.6,2548.6,2632,2888.9,2105.7,1039.5,2222.4,1117.9,1304.2,1750.7,696.9,566.9,922.7,2740,2407.5,2236,1197,2912.8,3057.2,2675.9,1974.7,2891.2,2128
1991,4563.5,4687,4454.3,2354.3,4313.7,2439,1227.2,1070.3,3465,1776.7,3292.3,2776.8,2108.9,2522.3,1460.2,1731.5,2704.4,2178.9,2499.8,3053.6,569,1820.9,1680.6,1546.3,1166.3,932.5,2001.9,1268.3,1616.6,2632.1,2623.3,2790.5,3125.2,2193.4,1038.3,2305.9,1110.1,1513.9,1990,876.6,709.9,1099.4,2925.1,2656.5,2519.2,1367.6,3126.2,3281.2,2892.4,2186.8,2816,2177.6
1992,4576.3,4694.3,4513.1,2260.7,4380.2,2295.6,1094.1,1024.2,3423.6,1761.1,3213,2654.2,1933.7,2412.2,1351,1626.4,2611.8,2051.9,2324.3,2826.5,441.9,1676.5,1527.5,1391.1,1067.8,835.9,1868.9,1172.3,1517.4,2602.7,2651.9,2778.2,3081.4,2139.3,931.2,2236,988.1,1383.9,1882,726.6,617.4,982.8,2928.4,2535.5,2347.9,1271.2,2937.5,2997.2,2751.2,2087.8,2706.3,2064.6
1993,4651.9,4754.5,4513.2,2264.6,4386.3,2263.6,1079.7,960.7,3272.5,1623.6,3072.6,2586.3,1946.1,2417.2,1271.5,1544.3,2585.1,2077.9,2269.6,2844.8,450.3,1630.9,1735.4,1574.6,1087.4,835.9,2079.9,1224.6,1536,2678.6,2645.6,2737.5,3084.7,2157.3,1020.1,2300.6,1079.4,1367.8,1799.7,710.4,614,976.8,2920.5,2587.4,2363.4,1287.5,3083.8,3132.5,2856.1,2134.3,2821.2,2223.8
1994,4912,5027.5,4669.9,2398.2,4578.2,2327.8,1275.5,1105.5,3565.1,1816.9,3361.3,2815.2,2154.1,2559.6,1428.3,1750.1,2710.9,2212.6,2453.4,3028,585.1,1798.8,1694.6,1554.5,1217.1,958.3,2066.8,1335.5,1588.8,2775.7,2761.5,2811.1,3189.2,2241.2,1044.1,2415.5,1096.2,1442.7,1936,887.7,712.1,1067.2,3101.5,2736.9,2560.3,1400,3220.3,3332.4,3011.5,2194.4,2919.6,2454.6
1995,4713.1,4779.1,4583.4,2396.3,4432.7,2258.7,1266.2,1081.7,3457.6,1744.7,3246.3,2697.9,2103.1,2608.6,1419.1,1635.3,2750.6,2230.8,2450.6,2595,591.9,1821,1757.5,1620.3,1321.4,1073.8,2111.4,1463.1,1772.4,2833.3,2889.5,2926.1,3346.1,2373.9,1137.7,2449.1,1198.5,1617.5,2012.5,902.8,735.6,1102.9,3125.6,2735.4,2507.5,1417.2,3201,3231.3,2975.5,2238.1,2682.6,2393.4
1996,4512.7,4684,4519,2418.6,4298.3,2319.5,1277.6,1082.2,3468.8,1750.5,3239.1,2653.8,2183,2595.8,1402.5,1677.9,2769.1,2248.9,2465.7,2587.6,568.1,1782.5,1776.9,1608,1086.2,898.3,2007.8,1270.2,1616,2776.5,2794.3,2858.4,3214.5,2239.9,1049,2366.3,1083.1,1514.8,2008.9,842,683.1,1051.9,2972.8,2629.6,2461.4,1350.3,3157.7,3246,2957.9,2163.8,2765.5,2344.4
1997,5069.4,5147.4,4739.8,2424.8,4514.1,2360.8,1287.5,1077,3670.9,1829.7,3506.9,2869.7,2129.2,2532.6,1376.5,1714.2,2718.6,2142.9,2398.9,2679.8,493.4,1648.8,1654.7,1323.3,878.7,742.7,1874.7,1042.9,1351.7,2501.8,2512.9,2633.9,2913.7,2021,922,2109.8,947.4,1243.4,1766.7,775.2,575.8,895.4,2691.9,2456.4,2237.5,1156.5,2921.5,3086.7,2709.1,1911.9,2763.7,2142.8
1998,5041.2,5160,4957.8,2633.9,4697.4,2560.6,1426.9,1276.3,3720.1,1963.9,3553.1,3017.9,2370.3,2772.4,1624.4,1891.7,2949,2467.2,2753,2893.5,659.1,2030.7,1928.1,1785.9,1318.4,1123.5,2207.1,1474.6,1764.1,2963.2,2887.3,2999.6,3383.2,2423.2,1241.1,2501.7,1263.4,1609.9,2098.7,961.4,795.4,1230.6,3098.9,2822.1,2581.8,1478.1,3244,3401.3,3043.1,2307,3112.2,2561.4
1999,5068.1,5202.1,5003.9,2596.1,4728.9,2537.1,1340,1197.8,3747.5,1919.9,3601,2929.6,2305.7,2706,1442.6,1852.1,2912.9,2394.4,2573.5,2813.3,595.2,1807.7,1827.7,1658.4,1263.5,1024,2224,1398.8,1758.4,2924.8,2845.9,3031.7,3469.4,2411,1152.8,2545.8,1145.5,1650,2188.5,892.2,718.3,1145.5,3193.3,2889.3,2659.1,1465.2,3311,3413,3122,2375.8,2944.5,2657.7
2000,5051.1,5157.6,4853.3,2505.6,4645.7,2430.6,1283.7,1150,3646.5,1928.6,3426.2,2834.2,2245.8,2651.8,1486.2,1809.6,2832.1,2308.4,2647.8,2809.1,606.6,1875.8,1891.3,1567.5,1139.4,942.7,2164.5,1286.1,1585.3,2647.8,2607.8,2695.3,3144.8,2148.4,1054.8,2277,1114.1,1433.3,1941.8,884.9,710.2,1015.6,2805.4,2565.9,2372.2,1331.4,3004.9,3151.9,2806.6,2038.6,2765.4,2285.2
2001,5142.6,5247.4,4948,2509.8,4734.5,2463.4,1351.5,1164.1,3703.8,1920.7,3521.1,2893.2,2258,2708.5,1462.5,1742,2855.3,2370.9,2543.1,2780.4,595.3,1783.7,1954.5,1619,1137.2,898.5,2208.7,1271.3,1567.9,2871.3,2781.4,2842.9,3259.9,2253.5,1083.8,2349.7,1103.8,1420.2,1929,908.4,701.9,1023.7,2888.6,2621.3,2456.3,1352.2,3098.8,3261.4,2880.9,2198.1,2905,2453
2002,5113.4,5276.2,5015.3,2558.3,4810.3,2536.1,1349.7,1171.5,3676.8,1888.3,3385.4,2798.1,2276.9,2550.8,1501.6,1866.8,2835.4,2238.8,2543.2,2804.8,645.4,1812.7,1697.3,1539.8,1093.8,885.5,2040.6,1278.5,1525.1,2801.5,2690.9,2788.8,3214.6,2182,1016.8,2265.5,1038.4,1485.6,2078.1,899.8,741.5,1126.3,2980.2,2677.9,2486,1312.8,3099.1,3313,2875.9,2103.7,3004.8,2313.6
2003,4874.8,5051,4892.9,2443.8,4753.5,2367,1256.7,1078.1,3644.1,1811,3378.5,2827.5,2202,2640.7,1239.7,1779,2819.3,2326.2,2586,2749.5,549.1,1522,1774.2,1554.4,1148.2,921.4,2098,1282.4,1633.2,2868.9,2773.1,2866.7,3278.7,2290.6,1117.4,2425.9,1102.2,1502.4,2120.8,874.1,748,1165.2,3076,2790.1,2626.2,1480.2,3277.6,3476.9,3010.8,2341.7,2986.9,2504.2
2004,5183.1,5359.6,5059.4,2522.2,4986.8,2467.3,1301.2,1114.3,3716.2,1871.2,3401.4,2878.9,2247.9,2597,1450.7,1754.8,2839.8,2293.3,2499.3,2738.3,569.2,1737.1,1860,1627.1,1195.6,954,2216,1334.4,1625.5,2870.1,2770.8,2809.5,3224,2292.7,1115.8,2402,1150.6,1539.4,2114.1,849.2,715.2,1058.3,2909.7,2636.5,2500.3,1383.2,2868,3215.8,2819.3,2206.9,2741.4,2355
